1	3793.444820
2	3957.214600
3	4091.865230
4	4199.456540
5	4283.323240
6	4347.349610
7	4395.458980
8	4431.139160
9	4457.250490
10	4476.062010
11	4489.292480
12	4498.102050
13	4503.133790
14	4504.734380
15	4503.227050
16	4498.835940
17	4491.451170
18	4480.754390
19	4466.495610
20	4448.590820
21	4427.021480
22	4401.584470
23	4371.729490
24	4336.665530
25	4295.513180
26	4247.380860
27	4191.409670
28	4126.800780
29	4052.856450
30	3969.097900
31	3875.406250
32	3772.069090
33	3659.757080
34	3539.598880
35	3413.269780
36	3282.844730
37	3150.445070
38	3017.934570
39	2886.794430
40	2758.112550
41	2632.668950
42	2511.054690
43	2393.750980
44	2281.157230
45	2173.615230
46	2071.347660
47	1974.341670
48	1882.424800
49	1795.531620
50	1713.838130
51	1637.708740
52	1567.642940
53	1504.286130
54	1448.417480
55	1400.820190
56	1362.114870
57	1332.693360
58	1312.706910
59	1301.991940
60	1299.997800
61	1305.829470
62	1318.376830
63	1336.438230
64	1358.761110
65	1384.056030
66	1411.074100
67	1504.961910
