1	3745.543950
2	3934.092290
3	4093.907710
4	4225.182130
5	4330.335940
6	4412.875490
7	4476.609860
8	4525.121580
9	4561.515140
10	4588.340330
11	4607.553220
12	4620.637700
13	4628.783200
14	4632.829100
15	4633.125980
16	4629.626460
17	4622.138180
18	4610.480960
19	4594.499510
20	4573.965820
21	4548.499020
22	4517.542970
23	4480.452640
24	4436.552250
25	4385.158200
26	4325.617680
27	4257.333980
28	4179.830080
29	4092.831050
30	3996.302250
31	3890.505370
32	3776.125980
33	3654.306880
34	3526.533450
35	3394.560550
36	3260.393070
37	3126.177980
38	2993.971680
39	2865.513920
40	2742.134770
41	2624.747800
42	2513.742190
43	2408.799560
44	2309.005130
45	2213.274170
46	2120.702390
47	2030.706910
48	1943.087160
49	1858.039550
50	1776.097290
51	1698.045780
52	1624.884030
53	1557.838010
54	1498.331300
55	1447.840090
56	1407.620730
57	1378.437870
58	1360.397830
59	1352.914180
60	1354.828000
61	1364.619260
62	1380.566280
63	1400.820190
64	1423.496950
65	1446.835570
