1	3914.358150
2	4088.643070
3	4233.903320
4	4352.033200
5	4446.154790
6	4519.765140
7	4576.287600
8	4618.761230
9	4649.695310
10	4671.101560
11	4684.608890
12	4691.490720
13	4692.662110
14	4688.749510
15	4680.197750
16	4667.337400
17	4650.498050
18	4630.075680
19	4606.421390
20	4579.704590
21	4549.808590
22	4516.291020
23	4478.481930
24	4435.690920
25	4387.333980
26	4332.887700
27	4271.812010
28	4203.558110
29	4127.606930
30	4043.491460
31	3950.886960
32	3849.814450
33	3740.844480
34	3625.162600
35	3504.509520
36	3381.051760
37	3257.120120
38	3134.867190
39	3016.027830
40	2901.855960
41	2793.266850
42	2691.016600
43	2595.532960
44	2506.525630
45	2423.055420
46	2344.010010
47	2268.413090
48	2195.487300
49	2124.718020
50	2055.935300
51	1989.297120
52	1925.174190
53	1864.066770
54	1806.608280
55	1753.545170
56	1705.626220
57	1663.452390
58	1627.353030
59	1597.348390
60	1573.184690
61	1554.385620
62	1540.274170
63	1529.976070
64	1522.442500
65	1516.525390
66	1511.064330
67	1861.810910
